,Date,Region,Product,Unit,Price
1173,2018-07-01,Patagonia,Detergente líquido,750 cc,42.6
1174,2018-07-01,Patagonia,Lavandina,1.000 cc,22.04
1175,2018-07-01,Patagonia,Jabón de tocador,125 g,19.0
1176,2018-08-01,GBA,Pan francés,kg,57.61
1177,2018-08-01,GBA,Harina de trigo común,kg,24.09
1178,2018-08-01,GBA,Arroz blanco simple,kg,28.7
1179,2018-08-01,GBA,Fideos secos tipo guisero,500 g,28.88
1180,2018-08-01,GBA,Carne picada común,kg,95.14
1181,2018-08-01,GBA,Pollo entero,kg,51.58
1182,2018-08-01,GBA,Aceite de girasol,"1,5 litros",78.36
1183,2018-08-01,GBA,Leche fresca entera sachet,Litro,26.09
1184,2018-08-01,GBA,Huevos de gallina,Docena,53.55
1185,2018-08-01,GBA,Papa,kg,16.06
1186,2018-08-01,GBA,Azúcar,kg,25.76
1187,2018-08-01,GBA,Detergente líquido,750 cc,26.52
1188,2018-08-01,GBA,Lavandina,1.000 cc,21.57
1189,2018-08-01,GBA,Jabón de tocador,125 g,18.51
1190,2018-08-01,Pampeana,Pan francés,kg,48.81
1191,2018-08-01,Pampeana,Harina de trigo común,kg,24.09
1192,2018-08-01,Pampeana,Arroz blanco simple,kg,29.2
1193,2018-08-01,Pampeana,Fideos secos tipo guisero,500 g,27.45
1194,2018-08-01,Pampeana,Carne picada común,kg,102.12
1195,2018-08-01,Pampeana,Pollo entero,kg,53.83
1196,2018-08-01,Pampeana,Aceite de girasol,"1,5 litros",80.24
1197,2018-08-01,Pampeana,Leche fresca entera sachet,Litro,28.25
1198,2018-08-01,Pampeana,Huevos de gallina,Docena,53.45
1199,2018-08-01,Pampeana,Papa,kg,14.73
1200,2018-08-01,Pampeana,Azúcar,kg,25.22
1201,2018-08-01,Pampeana,Detergente líquido,750 cc,28.9
1202,2018-08-01,Pampeana,Lavandina,1.000 cc,20.23
1203,2018-08-01,Pampeana,Jabón de tocador,125 g,18.96
1204,2018-08-01,Noreste,Pan francés,kg,46.08
1205,2018-08-01,Noreste,Harina de trigo común,kg,22.68
1206,2018-08-01,Noreste,Arroz blanco simple,kg,26.57
1207,2018-08-01,Noreste,Fideos secos tipo guisero,500 g,22.7
1208,2018-08-01,Noreste,Carne picada común,kg,92.44
1209,2018-08-01,Noreste,Pollo entero,kg,51.22
1210,2018-08-01,Noreste,Aceite de girasol,"1,5 litros",79.2
1211,2018-08-01,Noreste,Leche fresca entera sachet,Litro,27.25
1212,2018-08-01,Noreste,Huevos de gallina,Docena,47.26
1213,2018-08-01,Noreste,Papa,kg,15.22
1214,2018-08-01,Noreste,Azúcar,kg,23.3
1215,2018-08-01,Noreste,Detergente líquido,750 cc,25.92
1216,2018-08-01,Noreste,Lavandina,1.000 cc,21.68
1217,2018-08-01,Noreste,Jabón de tocador,125 g,18.37
1218,2018-08-01,Noroeste,Pan francés,kg,46.75
1219,2018-08-01,Noroeste,Harina de trigo común,kg,22.98
1220,2018-08-01,Noroeste,Arroz blanco simple,kg,25.78
1221,2018-08-01,Noroeste,Fideos secos tipo guisero,500 g,22.18
1222,2018-08-01,Noroeste,Carne picada común,kg,102.58
1223,2018-08-01,Noroeste,Pollo entero,kg,52.76
1224,2018-08-01,Noroeste,Aceite de girasol,"1,5 litros",75.49
1225,2018-08-01,Noroeste,Leche fresca entera sachet,Litro,27.4
1226,2018-08-01,Noroeste,Huevos de gallina,Docena,48.47
1227,2018-08-01,Noroeste,Papa,kg,11.5
1228,2018-08-01,Noroeste,Azúcar,kg,21.51
1229,2018-08-01,Noroeste,Detergente líquido,750 cc,28.07
1230,2018-08-01,Noroeste,Lavandina,1.000 cc,20.71
1231,2018-08-01,Noroeste,Jabón de tocador,125 g,19.28
1232,2018-08-01,Cuyo,Pan francés,kg,43.09
1233,2018-08-01,Cuyo,Harina de trigo común,kg,23.69
1234,2018-08-01,Cuyo,Arroz blanco simple,kg,28.03
1235,2018-08-01,Cuyo,Fideos secos tipo guisero,500 g,25.97
1236,2018-08-01,Cuyo,Carne picada común,kg,95.05
1237,2018-08-01,Cuyo,Pollo entero,kg,54.2
1238,2018-08-01,Cuyo,Aceite de girasol,"1,5 litros",78.57
1239,2018-08-01,Cuyo,Leche fresca entera sachet,Litro,28.39
1240,2018-08-01,Cuyo,Huevos de gallina,Docena,60.27
1241,2018-08-01,Cuyo,Papa,kg,13.08
1242,2018-08-01,Cuyo,Azúcar,kg,24.66
1243,2018-08-01,Cuyo,Detergente líquido,750 cc,30.15
1244,2018-08-01,Cuyo,Lavandina,1.000 cc,20.55
1245,2018-08-01,Cuyo,Jabón de tocador,125 g,19.15
1246,2018-08-01,Patagonia,Pan francés,kg,59.47
1247,2018-08-01,Patagonia,Harina de trigo común,kg,26.19
1248,2018-08-01,Patagonia,Arroz blanco simple,kg,33.8
1249,2018-08-01,Patagonia,Fideos secos tipo guisero,500 g,29.84
1250,2018-08-01,Patagonia,Carne picada común,kg,123.05
1251,2018-08-01,Patagonia,Pollo entero,kg,57.35
1252,2018-08-01,Patagonia,Aceite de girasol,"1,5 litros",75.4
1253,2018-08-01,Patagonia,Leche fresca entera sachet,Litro,28.47
1254,2018-08-01,Patagonia,Huevos de gallina,Docena,66.18
1255,2018-08-01,Patagonia,Papa,kg,21.07
1256,2018-08-01,Patagonia,Azúcar,kg,28.05
1257,2018-08-01,Patagonia,Detergente líquido,750 cc,45.41
1258,2018-08-01,Patagonia,Lavandina,1.000 cc,22.96
1259,2018-08-01,Patagonia,Jabón de tocador,125 g,20.01
1260,2018-09-01,GBA,Pan francés,kg,67.25
1261,2018-09-01,GBA,Harina de trigo común,kg,26.92
1262,2018-09-01,GBA,Arroz blanco simple,kg,33.39
1263,2018-09-01,GBA,Fideos secos tipo guisero,500 g,34.68
1264,2018-09-01,GBA,Carne picada común,kg,102.45
1265,2018-09-01,GBA,Pollo entero,kg,59.71
1266,2018-09-01,GBA,Aceite de girasol,"1,5 litros",92.12
1267,2018-09-01,GBA,Leche fresca entera sachet,Litro,28.28
1268,2018-09-01,GBA,Huevos de gallina,Docena,59.81
1269,2018-09-01,GBA,Papa,kg,16.15
1270,2018-09-01,GBA,Azúcar,kg,27.67
1271,2018-09-01,GBA,Detergente líquido,750 cc,30.97
1272,2018-09-01,GBA,Lavandina,1.000 cc,24.15
1273,2018-09-01,GBA,Jabón de tocador,125 g,20.76
1274,2018-09-01,Pampeana,Pan francés,kg,55.08
1275,2018-09-01,Pampeana,Harina de trigo común,kg,28.06
1276,2018-09-01,Pampeana,Arroz blanco simple,kg,34.28
1277,2018-09-01,Pampeana,Fideos secos tipo guisero,500 g,31.59
1278,2018-09-01,Pampeana,Carne picada común,kg,108.91
1279,2018-09-01,Pampeana,Pollo entero,kg,62.3
1280,2018-09-01,Pampeana,Aceite de girasol,"1,5 litros",93.3
1281,2018-09-01,Pampeana,Leche fresca entera sachet,Litro,30.65
1282,2018-09-01,Pampeana,Huevos de gallina,Docena,57.34
1283,2018-09-01,Pampeana,Papa,kg,15.43
1284,2018-09-01,Pampeana,Azúcar,kg,26.8
1285,2018-09-01,Pampeana,Detergente líquido,750 cc,32.67
1286,2018-09-01,Pampeana,Lavandina,1.000 cc,22.08
1287,2018-09-01,Pampeana,Jabón de tocador,125 g,20.93
1288,2018-09-01,Noreste,Pan francés,kg,50.9
1289,2018-09-01,Noreste,Harina de trigo común,kg,25.71
1290,2018-09-01,Noreste,Arroz blanco simple,kg,30.63
1291,2018-09-01,Noreste,Fideos secos tipo guisero,500 g,27.05
1292,2018-09-01,Noreste,Carne picada común,kg,102.96
1293,2018-09-01,Noreste,Pollo entero,kg,57.88
1294,2018-09-01,Noreste,Aceite de girasol,"1,5 litros",89.66
1295,2018-09-01,Noreste,Leche fresca entera sachet,Litro,29.89
1296,2018-09-01,Noreste,Huevos de gallina,Docena,50.74
1297,2018-09-01,Noreste,Papa,kg,16.02
1298,2018-09-01,Noreste,Azúcar,kg,24.8
1299,2018-09-01,Noreste,Detergente líquido,750 cc,28.2
1300,2018-09-01,Noreste,Lavandina,1.000 cc,23.83
1301,2018-09-01,Noreste,Jabón de tocador,125 g,19.7
1302,2018-09-01,Noroeste,Pan francés,kg,52.51
1303,2018-09-01,Noroeste,Harina de trigo común,kg,26.46
1304,2018-09-01,Noroeste,Arroz blanco simple,kg,29.71
1305,2018-09-01,Noroeste,Fideos secos tipo guisero,500 g,25.66
1306,2018-09-01,Noroeste,Carne picada común,kg,111.57
1307,2018-09-01,Noroeste,Pollo entero,kg,62.24
1308,2018-09-01,Noroeste,Aceite de girasol,"1,5 litros",87.32
1309,2018-09-01,Noroeste,Leche fresca entera sachet,Litro,29.24
1310,2018-09-01,Noroeste,Huevos de gallina,Docena,52.3
1311,2018-09-01,Noroeste,Papa,kg,12.41
1312,2018-09-01,Noroeste,Azúcar,kg,22.58
1313,2018-09-01,Noroeste,Detergente líquido,750 cc,31.26
1314,2018-09-01,Noroeste,Lavandina,1.000 cc,23.42
1315,2018-09-01,Noroeste,Jabón de tocador,125 g,20.68
1316,2018-09-01,Cuyo,Pan francés,kg,49.69
1317,2018-09-01,Cuyo,Harina de trigo común,kg,27.61
1318,2018-09-01,Cuyo,Arroz blanco simple,kg,33.3
1319,2018-09-01,Cuyo,Fideos secos tipo guisero,500 g,31.59
1320,2018-09-01,Cuyo,Carne picada común,kg,102.37
1321,2018-09-01,Cuyo,Pollo entero,kg,62.82
1322,2018-09-01,Cuyo,Aceite de girasol,"1,5 litros",90.97
1323,2018-09-01,Cuyo,Leche fresca entera sachet,Litro,30.73
1324,2018-09-01,Cuyo,Huevos de gallina,Docena,62.31
1325,2018-09-01,Cuyo,Papa,kg,14.05
1326,2018-09-01,Cuyo,Azúcar,kg,25.92
1327,2018-09-01,Cuyo,Detergente líquido,750 cc,30.96
1328,2018-09-01,Cuyo,Lavandina,1.000 cc,22.78
1329,2018-09-01,Cuyo,Jabón de tocador,125 g,21.14
1330,2018-09-01,Patagonia,Pan francés,kg,65.14
1331,2018-09-01,Patagonia,Harina de trigo común,kg,28.33
1332,2018-09-01,Patagonia,Arroz blanco simple,kg,36.98
1333,2018-09-01,Patagonia,Fideos secos tipo guisero,500 g,33.26
1334,2018-09-01,Patagonia,Carne picada común,kg,131.11
1335,2018-09-01,Patagonia,Pollo entero,kg,66.22
1336,2018-09-01,Patagonia,Aceite de girasol,"1,5 litros",84.95
1337,2018-09-01,Patagonia,Leche fresca entera sachet,Litro,30.58
1338,2018-09-01,Patagonia,Huevos de gallina,Docena,70.59
1339,2018-09-01,Patagonia,Papa,kg,21.69
1340,2018-09-01,Patagonia,Azúcar,kg,29.17
1341,2018-09-01,Patagonia,Detergente líquido,750 cc,51.14
1342,2018-09-01,Patagonia,Lavandina,1.000 cc,25.74
1343,2018-09-01,Patagonia,Jabón de tocador,125 g,21.86
1344,2018-10-01,GBA,Pan francés,kg,71.9
1345,2018-10-01,GBA,Harina de trigo común,kg,29.19
1346,2018-10-01,GBA,Arroz blanco simple,kg,35.53
1347,2018-10-01,GBA,Fideos secos tipo guisero,500 g,37.81
1348,2018-10-01,GBA,Carne picada común,kg,105.97
1349,2018-10-01,GBA,Pollo entero,kg,61.37
1350,2018-10-01,GBA,Aceite de girasol,"1,5 litros",96.66
1351,2018-10-01,GBA,Leche fresca entera sachet,Litro,30.66
1352,2018-10-01,GBA,Huevos de gallina,Docena,62.35
1353,2018-10-01,GBA,Papa,kg,21.83
1354,2018-10-01,GBA,Azúcar,kg,28.03
1355,2018-10-01,GBA,Detergente líquido,750 cc,33.9
1356,2018-10-01,GBA,Lavandina,1.000 cc,26.11
1357,2018-10-01,GBA,Jabón de tocador,125 g,21.96
1358,2018-10-01,Pampeana,Pan francés,kg,57.98
1359,2018-10-01,Pampeana,Harina de trigo común,kg,30.03
1360,2018-10-01,Pampeana,Arroz blanco simple,kg,38.42
1361,2018-10-01,Pampeana,Fideos secos tipo guisero,500 g,34.98
1362,2018-10-01,Pampeana,Carne picada común,kg,113.95
1363,2018-10-01,Pampeana,Pollo entero,kg,64.0
1364,2018-10-01,Pampeana,Aceite de girasol,"1,5 litros",99.55
1365,2018-10-01,Pampeana,Leche fresca entera sachet,Litro,32.64
1366,2018-10-01,Pampeana,Huevos de gallina,Docena,60.54
1367,2018-10-01,Pampeana,Papa,kg,20.77
1368,2018-10-01,Pampeana,Azúcar,kg,27.8
1369,2018-10-01,Pampeana,Detergente líquido,750 cc,36.02
1370,2018-10-01,Pampeana,Lavandina,1.000 cc,23.7
1371,2018-10-01,Pampeana,Jabón de tocador,125 g,22.65
1372,2018-10-01,Noreste,Pan francés,kg,53.23
1373,2018-10-01,Noreste,Harina de trigo común,kg,28.14
1374,2018-10-01,Noreste,Arroz blanco simple,kg,33.16
1375,2018-10-01,Noreste,Fideos secos tipo guisero,500 g,28.93
1376,2018-10-01,Noreste,Carne picada común,kg,108.33
1377,2018-10-01,Noreste,Pollo entero,kg,61.0
1378,2018-10-01,Noreste,Aceite de girasol,"1,5 litros",93.28
1379,2018-10-01,Noreste,Leche fresca entera sachet,Litro,32.18
1380,2018-10-01,Noreste,Huevos de gallina,Docena,54.08
1381,2018-10-01,Noreste,Papa,kg,20.08
1382,2018-10-01,Noreste,Azúcar,kg,25.79
1383,2018-10-01,Noreste,Detergente líquido,750 cc,29.93
1384,2018-10-01,Noreste,Lavandina,1.000 cc,25.38
1385,2018-10-01,Noreste,Jabón de tocador,125 g,21.63
1386,2018-10-01,Noroeste,Pan francés,kg,55.52
1387,2018-10-01,Noroeste,Harina de trigo común,kg,28.39
1388,2018-10-01,Noroeste,Arroz blanco simple,kg,33.88
1389,2018-10-01,Noroeste,Fideos secos tipo guisero,500 g,28.39
1390,2018-10-01,Noroeste,Carne picada común,kg,114.74
1391,2018-10-01,Noroeste,Pollo entero,kg,63.78
1392,2018-10-01,Noroeste,Aceite de girasol,"1,5 litros",93.79
1393,2018-10-01,Noroeste,Leche fresca entera sachet,Litro,31.85
1394,2018-10-01,Noroeste,Huevos de gallina,Docena,56.39
1395,2018-10-01,Noroeste,Papa,kg,17.56
1396,2018-10-01,Noroeste,Azúcar,kg,23.35
1397,2018-10-01,Noroeste,Detergente líquido,750 cc,33.89
1398,2018-10-01,Noroeste,Lavandina,1.000 cc,25.48
1399,2018-10-01,Noroeste,Jabón de tocador,125 g,22.21
1400,2018-10-01,Cuyo,Pan francés,kg,52.21
1401,2018-10-01,Cuyo,Harina de trigo común,kg,29.17
1402,2018-10-01,Cuyo,Arroz blanco simple,kg,37.78
1403,2018-10-01,Cuyo,Fideos secos tipo guisero,500 g,34.43
1404,2018-10-01,Cuyo,Carne picada común,kg,107.5
1405,2018-10-01,Cuyo,Pollo entero,kg,65.55
1406,2018-10-01,Cuyo,Aceite de girasol,"1,5 litros",93.78
1407,2018-10-01,Cuyo,Leche fresca entera sachet,Litro,33.89
1408,2018-10-01,Cuyo,Huevos de gallina,Docena,65.46
1409,2018-10-01,Cuyo,Papa,kg,20.0
1410,2018-10-01,Cuyo,Azúcar,kg,26.66
1411,2018-10-01,Cuyo,Detergente líquido,750 cc,34.66
1412,2018-10-01,Cuyo,Lavandina,1.000 cc,24.89
1413,2018-10-01,Cuyo,Jabón de tocador,125 g,22.4
1414,2018-10-01,Patagonia,Pan francés,kg,67.27
1415,2018-10-01,Patagonia,Harina de trigo común,kg,31.11
1416,2018-10-01,Patagonia,Arroz blanco simple,kg,41.55
1417,2018-10-01,Patagonia,Fideos secos tipo guisero,500 g,36.34
1418,2018-10-01,Patagonia,Carne picada común,kg,141.82
1419,2018-10-01,Patagonia,Pollo entero,kg,69.5
1420,2018-10-01,Patagonia,Aceite de girasol,"1,5 litros",93.29
1421,2018-10-01,Patagonia,Leche fresca entera sachet,Litro,33.28
1422,2018-10-01,Patagonia,Huevos de gallina,Docena,73.34
1423,2018-10-01,Patagonia,Papa,kg,26.63
1424,2018-10-01,Patagonia,Azúcar,kg,30.47
1425,2018-10-01,Patagonia,Detergente líquido,750 cc,55.18
1426,2018-10-01,Patagonia,Lavandina,1.000 cc,27.32
1427,2018-10-01,Patagonia,Jabón de tocador,125 g,23.66
1428,2018-11-01,GBA,Pan francés,kg,72.63
1429,2018-11-01,GBA,Harina de trigo común,kg,30.23
1430,2018-11-01,GBA,Arroz blanco simple,kg,37.65
1431,2018-11-01,GBA,Fideos secos tipo guisero,500 g,40.34
1432,2018-11-01,GBA,Carne picada común,kg,106.89
1433,2018-11-01,GBA,Pollo entero,kg,62.77
1434,2018-11-01,GBA,Aceite de girasol,"1,5 litros",97.83
1435,2018-11-01,GBA,Leche fresca entera sachet,Litro,31.3
1436,2018-11-01,GBA,Huevos de gallina,Docena,62.84
1437,2018-11-01,GBA,Papa,kg,28.64
1438,2018-11-01,GBA,Azúcar,kg,28.26
1439,2018-11-01,GBA,Detergente líquido,750 cc,35.65
1440,2018-11-01,GBA,Lavandina,1.000 cc,27.11
1441,2018-11-01,GBA,Jabón de tocador,125 g,22.94
1442,2018-11-01,Pampeana,Pan francés,kg,58.73
1443,2018-11-01,Pampeana,Harina de trigo común,kg,30.84
1444,2018-11-01,Pampeana,Arroz blanco simple,kg,39.71
1445,2018-11-01,Pampeana,Fideos secos tipo guisero,500 g,36.49
1446,2018-11-01,Pampeana,Carne picada común,kg,114.24
1447,2018-11-01,Pampeana,Pollo entero,kg,65.28
1448,2018-11-01,Pampeana,Aceite de girasol,"1,5 litros",100.75
1449,2018-11-01,Pampeana,Leche fresca entera sachet,Litro,33.5
1450,2018-11-01,Pampeana,Huevos de gallina,Docena,62.15
1451,2018-11-01,Pampeana,Papa,kg,28.35
1452,2018-11-01,Pampeana,Azúcar,kg,28.07
1453,2018-11-01,Pampeana,Detergente líquido,750 cc,37.82
1454,2018-11-01,Pampeana,Lavandina,1.000 cc,25.37
1455,2018-11-01,Pampeana,Jabón de tocador,125 g,23.57
1456,2018-11-01,Noreste,Pan francés,kg,53.55
1457,2018-11-01,Noreste,Harina de trigo común,kg,28.74
1458,2018-11-01,Noreste,Arroz blanco simple,kg,35.7
1459,2018-11-01,Noreste,Fideos secos tipo guisero,500 g,30.6
1460,2018-11-01,Noreste,Carne picada común,kg,110.18
1461,2018-11-01,Noreste,Pollo entero,kg,62.0
1462,2018-11-01,Noreste,Aceite de girasol,"1,5 litros",94.93
1463,2018-11-01,Noreste,Leche fresca entera sachet,Litro,33.04
1464,2018-11-01,Noreste,Huevos de gallina,Docena,54.22
1465,2018-11-01,Noreste,Papa,kg,23.47
1466,2018-11-01,Noreste,Azúcar,kg,26.17
1467,2018-11-01,Noreste,Detergente líquido,750 cc,31.86
1468,2018-11-01,Noreste,Lavandina,1.000 cc,26.47
1469,2018-11-01,Noreste,Jabón de tocador,125 g,22.48
1470,2018-11-01,Noroeste,Pan francés,kg,56.9
1471,2018-11-01,Noroeste,Harina de trigo común,kg,28.72
1472,2018-11-01,Noroeste,Arroz blanco simple,kg,34.93
1473,2018-11-01,Noroeste,Fideos secos tipo guisero,500 g,29.47
1474,2018-11-01,Noroeste,Carne picada común,kg,117.96
1475,2018-11-01,Noroeste,Pollo entero,kg,64.94
1476,2018-11-01,Noroeste,Aceite de girasol,"1,5 litros",96.39
1477,2018-11-01,Noroeste,Leche fresca entera sachet,Litro,33.02
1478,2018-11-01,Noroeste,Huevos de gallina,Docena,56.69
1479,2018-11-01,Noroeste,Papa,kg,18.04
1480,2018-11-01,Noroeste,Azúcar,kg,23.56
1481,2018-11-01,Noroeste,Detergente líquido,750 cc,36.0
1482,2018-11-01,Noroeste,Lavandina,1.000 cc,26.62
1483,2018-11-01,Noroeste,Jabón de tocador,125 g,23.26
1484,2018-11-01,Cuyo,Pan francés,kg,52.35
1485,2018-11-01,Cuyo,Harina de trigo común,kg,29.13
1486,2018-11-01,Cuyo,Arroz blanco simple,kg,38.07
1487,2018-11-01,Cuyo,Fideos secos tipo guisero,500 g,35.45
1488,2018-11-01,Cuyo,Carne picada común,kg,108.0
1489,2018-11-01,Cuyo,Pollo entero,kg,66.01
1490,2018-11-01,Cuyo,Aceite de girasol,"1,5 litros",95.99
1491,2018-11-01,Cuyo,Leche fresca entera sachet,Litro,34.4
1492,2018-11-01,Cuyo,Huevos de gallina,Docena,66.04
1493,2018-11-01,Cuyo,Papa,kg,25.16
1494,2018-11-01,Cuyo,Azúcar,kg,26.49
1495,2018-11-01,Cuyo,Detergente líquido,750 cc,37.94
1496,2018-11-01,Cuyo,Lavandina,1.000 cc,25.21
1497,2018-11-01,Cuyo,Jabón de tocador,125 g,23.47
1498,2018-11-01,Patagonia,Pan francés,kg,68.94
1499,2018-11-01,Patagonia,Harina de trigo común,kg,33.82
1500,2018-11-01,Patagonia,Arroz blanco simple,kg,44.11
1501,2018-11-01,Patagonia,Fideos secos tipo guisero,500 g,39.31
1502,2018-11-01,Patagonia,Carne picada común,kg,141.8
1503,2018-11-01,Patagonia,Pollo entero,kg,71.78
1504,2018-11-01,Patagonia,Aceite de girasol,"1,5 litros",97.91
1505,2018-11-01,Patagonia,Leche fresca entera sachet,Litro,35.68
1506,2018-11-01,Patagonia,Huevos de gallina,Docena,73.83
1507,2018-11-01,Patagonia,Papa,kg,35.82
1508,2018-11-01,Patagonia,Azúcar,kg,30.71
1509,2018-11-01,Patagonia,Detergente líquido,750 cc,61.89
1510,2018-11-01,Patagonia,Lavandina,1.000 cc,27.81
1511,2018-11-01,Patagonia,Jabón de tocador,125 g,24.75
1512,2018-12-01,GBA,Pan francés,kg,73.49
1513,2018-12-01,GBA,Harina de trigo común,kg,30.32
1514,2018-12-01,GBA,Arroz blanco simple,kg,38.61
1515,2018-12-01,GBA,Fideos secos tipo guisero,500 g,41.28
1516,2018-12-01,GBA,Carne picada común,kg,106.47
1517,2018-12-01,GBA,Pollo entero,kg,64.28
1518,2018-12-01,GBA,Aceite de girasol,"1,5 litros",97.76
1519,2018-12-01,GBA,Leche fresca entera sachet,Litro,33.52
1520,2018-12-01,GBA,Huevos de gallina,Docena,62.86
1521,2018-12-01,GBA,Papa,kg,23.45
1522,2018-12-01,GBA,Azúcar,kg,28.81
1523,2018-12-01,GBA,Detergente líquido,750 cc,37.47
1524,2018-12-01,GBA,Lavandina,1.000 cc,28.46
1525,2018-12-01,GBA,Jabón de tocador,125 g,23.48
1526,2018-12-01,Pampeana,Pan francés,kg,59.36
1527,2018-12-01,Pampeana,Harina de trigo común,kg,30.71
1528,2018-12-01,Pampeana,Arroz blanco simple,kg,40.91
1529,2018-12-01,Pampeana,Fideos secos tipo guisero,500 g,37.78
1530,2018-12-01,Pampeana,Carne picada común,kg,114.88
1531,2018-12-01,Pampeana,Pollo entero,kg,67.72
1532,2018-12-01,Pampeana,Aceite de girasol,"1,5 litros",102.17
1533,2018-12-01,Pampeana,Leche fresca entera sachet,Litro,35.82
1534,2018-12-01,Pampeana,Huevos de gallina,Docena,62.34
1535,2018-12-01,Pampeana,Papa,kg,22.95
1536,2018-12-01,Pampeana,Azúcar,kg,28.32
1537,2018-12-01,Pampeana,Detergente líquido,750 cc,39.07
1538,2018-12-01,Pampeana,Lavandina,1.000 cc,27.39
1539,2018-12-01,Pampeana,Jabón de tocador,125 g,24.58
1540,2018-12-01,Noreste,Pan francés,kg,54.25
1541,2018-12-01,Noreste,Harina de trigo común,kg,29.42
1542,2018-12-01,Noreste,Arroz blanco simple,kg,36.61
1543,2018-12-01,Noreste,Fideos secos tipo guisero,500 g,31.23
1544,2018-12-01,Noreste,Carne picada común,kg,112.94
1545,2018-12-01,Noreste,Pollo entero,kg,64.73
1546,2018-12-01,Noreste,Aceite de girasol,"1,5 litros",96.26
1547,2018-12-01,Noreste,Leche fresca entera sachet,Litro,34.67
1548,2018-12-01,Noreste,Huevos de gallina,Docena,54.87
1549,2018-12-01,Noreste,Papa,kg,21.47
1550,2018-12-01,Noreste,Azúcar,kg,25.85
1551,2018-12-01,Noreste,Detergente líquido,750 cc,35.06
1552,2018-12-01,Noreste,Lavandina,1.000 cc,27.02
1553,2018-12-01,Noreste,Jabón de tocador,125 g,23.39
1554,2018-12-01,Noroeste,Pan francés,kg,57.68
1555,2018-12-01,Noroeste,Harina de trigo común,kg,28.91
1556,2018-12-01,Noroeste,Arroz blanco simple,kg,35.57
1557,2018-12-01,Noroeste,Fideos secos tipo guisero,500 g,30.31
1558,2018-12-01,Noroeste,Carne picada común,kg,118.49
1559,2018-12-01,Noroeste,Pollo entero,kg,66.55
1560,2018-12-01,Noroeste,Aceite de girasol,"1,5 litros",97.55
1561,2018-12-01,Noroeste,Leche fresca entera sachet,Litro,35.0
1562,2018-12-01,Noroeste,Huevos de gallina,Docena,57.58
1563,2018-12-01,Noroeste,Papa,kg,15.29
1564,2018-12-01,Noroeste,Azúcar,kg,24.03
1565,2018-12-01,Noroeste,Detergente líquido,750 cc,36.71
1566,2018-12-01,Noroeste,Lavandina,1.000 cc,27.99
1567,2018-12-01,Noroeste,Jabón de tocador,125 g,24.22
1568,2018-12-01,Cuyo,Pan francés,kg,53.27
1569,2018-12-01,Cuyo,Harina de trigo común,kg,29.89
1570,2018-12-01,Cuyo,Arroz blanco simple,kg,38.57
1571,2018-12-01,Cuyo,Fideos secos tipo guisero,500 g,35.73
1572,2018-12-01,Cuyo,Carne picada común,kg,107.69
1573,2018-12-01,Cuyo,Pollo entero,kg,67.86
1574,2018-12-01,Cuyo,Aceite de girasol,"1,5 litros",95.88
1575,2018-12-01,Cuyo,Leche fresca entera sachet,Litro,36.93
1576,2018-12-01,Cuyo,Huevos de gallina,Docena,66.22
1577,2018-12-01,Cuyo,Papa,kg,18.0
1578,2018-12-01,Cuyo,Azúcar,kg,27.61
1579,2018-12-01,Cuyo,Detergente líquido,750 cc,39.48
1580,2018-12-01,Cuyo,Lavandina,1.000 cc,28.79
1581,2018-12-01,Cuyo,Jabón de tocador,125 g,24.49
1582,2018-12-01,Patagonia,Pan francés,kg,68.72
1583,2018-12-01,Patagonia,Harina de trigo común,kg,34.01
1584,2018-12-01,Patagonia,Arroz blanco simple,kg,45.15
1585,2018-12-01,Patagonia,Fideos secos tipo guisero,500 g,40.48
1586,2018-12-01,Patagonia,Carne picada común,kg,143.07
1587,2018-12-01,Patagonia,Pollo entero,kg,72.83
1588,2018-12-01,Patagonia,Aceite de girasol,"1,5 litros",97.77
1589,2018-12-01,Patagonia,Leche fresca entera sachet,Litro,37.75
1590,2018-12-01,Patagonia,Huevos de gallina,Docena,74.96
1591,2018-12-01,Patagonia,Papa,kg,32.26
1592,2018-12-01,Patagonia,Azúcar,kg,31.07
1593,2018-12-01,Patagonia,Detergente líquido,750 cc,62.28
1594,2018-12-01,Patagonia,Lavandina,1.000 cc,29.66
1595,2018-12-01,Patagonia,Jabón de tocador,125 g,24.98
1596,2019-01-01,GBA,Pan francés,kg,75.04
1597,2019-01-01,GBA,Harina de trigo común,kg,30.81
1598,2019-01-01,GBA,Arroz blanco simple,kg,39.39
1599,2019-01-01,GBA,Fideos secos tipo guisero,500 g,42.15
1600,2019-01-01,GBA,Carne picada común,kg,113.53
1601,2019-01-01,GBA,Pollo entero,kg,66.32
1602,2019-01-01,GBA,Aceite de girasol,"1,5 litros",98.05
1603,2019-01-01,GBA,Leche fresca entera sachet,Litro,35.36
1604,2019-01-01,GBA,Huevos de gallina,Docena,63.66
1605,2019-01-01,GBA,Papa,kg,22.45
1606,2019-01-01,GBA,Azúcar,kg,29.64
1607,2019-01-01,GBA,Detergente líquido,750 cc,40.28
1608,2019-01-01,GBA,Lavandina,1.000 cc,30.17
1609,2019-01-01,GBA,Jabón de tocador,125 g,24.69
1610,2019-01-01,Pampeana,Pan francés,kg,60.57
1611,2019-01-01,Pampeana,Harina de trigo común,kg,30.34
1612,2019-01-01,Pampeana,Arroz blanco simple,kg,41.89
